High Achieving Schools,Average Achieving Schools,Low Achieving Schools,# of Students Living in Zone,# Attending Catchment School,# Attend High Achieving School,% Attending Catchment School,% Attend High Achieving School
0,4,7,4736,1752.32,142.08,37%,3%
